_id,DISTRICT,DATE,COVID_COUNT,COVID_DEATHS,COVID_TEST,POSITIVITY_RATE_ALL_TESTS,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
1870,10,05/11/22,71,0,108,NULL,71
1871,10,05/12/22,84,0,106,NULL,84
1872,10,05/13/22,66,0,81,NULL,66
1873,10,05/14/22,44,0,62,NULL,44
1874,10,05/15/22,32,0,45,NULL,32
1875,10,05/16/22,101,1,121,NULL,101
1876,10,05/17/22,82,0,115,NULL,82
1877,10,05/18/22,62,0,98,NULL,62
1878,10,05/19/22,80,0,119,NULL,80
1879,10,05/20/22,68,0,107,NULL,68
1880,10,05/21/22,48,0,47,NULL,48
1881,10,05/22/22,39,1,74,NULL,39
1882,10,05/23/22,116,0,122,NULL,116
1883,10,05/24/22,87,0,107,NULL,87
1884,10,05/25/22,96,0,104,NULL,96
1885,10,05/26/22,114,0,125,NULL,114
1886,10,05/27/22,91,0,111,NULL,91
1887,10,05/28/22,56,0,83,NULL,56
1888,10,05/29/22,43,0,72,NULL,43
1889,10,05/30/22,37,1,51,NULL,37
1890,10,05/31/22,172,0,134,NULL,172
1891,10,06/01/22,119,1,130,NULL,119
1892,10,06/02/22,113,1,127,NULL,113
1893,10,06/03/22,92,0,121,NULL,92
1894,10,06/04/22,43,0,50,NULL,43
1895,10,06/05/22,54,0,82,NULL,54
1896,10,06/06/22,137,0,136,NULL,137
1897,10,06/07/22,105,0,99,NULL,105
1898,10,06/08/22,100,2,145,NULL,100
1899,10,06/09/22,99,0,124,NULL,99
1900,10,06/10/22,98,0,111,NULL,98
1901,10,06/11/22,59,0,73,NULL,59
1902,10,06/12/22,49,0,57,NULL,49
1903,10,06/13/22,159,0,136,NULL,159
1904,10,06/14/22,144,0,139,NULL,144
1905,10,06/15/22,123,0,122,NULL,123
1906,10,06/16/22,124,0,126,NULL,124
1907,10,06/17/22,108,0,120,NULL,108
1908,10,06/18/22,67,0,83,NULL,67
1909,10,06/19/22,44,0,53,NULL,44
1910,10,06/20/22,207,0,121,NULL,207
1911,10,06/21/22,150,0,121,NULL,150
1912,10,06/22/22,189,1,109,NULL,189
1913,10,06/23/22,160,0,127,NULL,160
1914,10,06/24/22,146,0,93,NULL,146
1915,10,06/25/22,83,0,62,NULL,83
1916,10,06/26/22,75,0,58,NULL,75
1917,10,06/27/22,242,0,132,NULL,242
1918,10,06/28/22,178,0,123,NULL,178
1919,10,06/29/22,200,0,157,NULL,200
1920,10,06/30/22,166,1,152,NULL,166
1921,10,07/01/22,178,0,157,NULL,178
1922,10,07/02/22,80,0,79,NULL,80
1923,10,07/03/22,109,0,83,NULL,109
1924,10,07/04/22,78,0,55,NULL,78
1925,10,07/05/22,293,0,187,NULL,293
1926,10,07/06/22,255,0,159,NULL,255
1927,10,07/07/22,250,0,144,NULL,250
1928,10,07/08/22,229,0,152,NULL,229
1929,10,07/09/22,137,1,86,NULL,137
1930,10,07/10/22,114,1,74,NULL,114
1931,10,07/11/22,281,1,155,NULL,281
1932,10,07/12/22,263,0,156,NULL,263
1933,10,07/13/22,274,1,156,NULL,274
1934,10,07/14/22,260,2,162,NULL,260
1935,10,07/15/22,215,0,140,NULL,215
1936,10,07/16/22,131,0,97,NULL,131
1937,10,07/17/22,131,0,84,NULL,131
1938,10,07/18/22,330,0,194,NULL,330
1939,10,07/19/22,334,0,184,NULL,334
1940,10,07/20/22,277,0,184,NULL,277
1941,10,07/21/22,266,1,145,NULL,266
1942,10,07/22/22,216,0,164,NULL,216
1943,10,07/23/22,153,2,127,NULL,153
1944,10,07/24/22,129,0,93,NULL,129
1945,10,07/25/22,284,1,156,NULL,284
1946,10,07/26/22,267,0,158,NULL,267
1947,10,07/27/22,215,0,149,NULL,215
1948,10,07/28/22,205,1,122,NULL,205
1949,10,07/29/22,206,0,147,NULL,206
1950,10,07/30/22,104,1,87,NULL,104
1951,10,07/31/22,126,1,73,NULL,126
1952,10,08/01/22,245,2,156,NULL,245
1953,10,08/02/22,195,2,117,NULL,195
1954,10,08/03/22,235,0,144,NULL,235
1955,10,08/04/22,160,1,102,NULL,160
1956,10,08/05/22,175,1,124,NULL,175
1957,10,08/06/22,106,0,61,NULL,106
1958,10,08/07/22,100,0,73,NULL,100
1959,10,08/08/22,296,1,167,NULL,296
1960,10,08/09/22,217,0,141,NULL,217
1961,10,08/10/22,216,0,145,NULL,216
1962,10,08/11/22,190,0,147,NULL,190
1963,10,08/12/22,169,1,120,NULL,169
1964,10,08/13/22,96,0,57,NULL,96
1965,10,08/14/22,141,0,90,NULL,141
1966,10,08/15/22,310,0,188,NULL,310
1967,10,08/16/22,285,0,181,NULL,285
1968,10,08/17/22,229,0,181,NULL,229
1969,10,08/18/22,239,1,167,NULL,239
1970,10,08/19/22,206,1,142,NULL,206
1971,10,08/20/22,131,3,93,NULL,131
1972,10,08/21/22,145,0,104,NULL,145
1973,10,08/22/22,344,1,220,NULL,344
1974,10,08/23/22,283,1,175,NULL,283
1975,10,08/24/22,265,1,190,NULL,265
1976,10,08/25/22,234,1,220,NULL,234
1977,10,08/26/22,180,0,140,NULL,180
1978,10,08/27/22,132,1,93,NULL,132
1979,10,08/28/22,118,0,89,NULL,118
1980,10,08/29/22,256,1,179,NULL,256
1981,10,08/30/22,211,0,167,NULL,211
1982,10,08/31/22,198,1,154,NULL,198
1983,10,09/01/22,181,0,132,NULL,181
1984,10,09/02/22,122,1,96,NULL,122
1985,10,09/03/22,77,2,81,NULL,77
1986,10,09/04/22,82,1,76,NULL,82
1987,10,09/05/22,72,0,77,NULL,72
1988,10,09/06/22,166,2,150,NULL,166
1989,10,09/07/22,144,1,132,NULL,144
1990,10,09/08/22,108,0,119,NULL,108
1991,10,09/09/22,99,0,110,NULL,99
1992,10,09/10/22,58,1,70,NULL,58
1993,10,09/11/22,61,1,62,NULL,61
1994,10,09/12/22,131,1,112,NULL,131
1995,10,09/13/22,112,2,130,NULL,112
1996,10,09/14/22,91,2,132,NULL,91
1997,10,09/15/22,74,0,112,NULL,74
1998,10,09/16/22,77,2,83,NULL,77
1999,10,09/17/22,42,0,40,NULL,42
2000,10,09/18/22,41,2,70,NULL,41
2001,10,09/19/22,89,0,128,NULL,89
2002,10,09/20/22,85,1,97,NULL,85
2003,10,09/21/22,65,2,107,NULL,65
2004,10,09/22/22,59,3,102,NULL,59
2005,10,09/23/22,68,0,80,NULL,68
2006,10,09/24/22,23,2,38,NULL,23
2007,10,09/25/22,46,0,75,NULL,46
2008,10,09/26/22,100,1,136,NULL,100
2009,10,09/27/22,74,1,112,NULL,74
2010,10,09/28/22,76,1,107,NULL,76
2011,10,09/29/22,76,0,128,NULL,76
2012,10,09/30/22,41,0,75,NULL,41
2013,10,10/01/22,40,0,67,NULL,40
2014,10,10/02/22,40,0,66,NULL,40
2015,10,10/03/22,76,0,109,NULL,76
2016,10,10/04/22,43,0,130,NULL,43
2017,10,10/05/22,59,0,97,NULL,59
2018,10,10/06/22,52,0,112,NULL,52
2019,10,10/07/22,41,0,109,NULL,41
2020,10,10/08/22,40,0,61,NULL,40
2021,10,10/09/22,22,0,66,NULL,22
2022,10,10/10/22,76,0,122,NULL,76
2023,10,10/11/22,63,1,112,NULL,63
2024,10,10/12/22,59,1,126,NULL,59
2025,10,10/13/22,60,0,132,NULL,60
2026,10,10/14/22,67,1,110,NULL,67
2027,10,10/15/22,29,1,76,NULL,29
2028,10,10/16/22,16,0,79,NULL,16
2029,10,10/17/22,64,0,115,NULL,64
2030,10,10/18/22,57,0,131,NULL,57
2031,10,10/19/22,68,0,115,NULL,68
2032,10,10/20/22,52,0,113,NULL,52
2033,10,10/21/22,56,0,94,NULL,56
2034,10,10/22/22,45,0,68,NULL,45
2035,10,10/23/22,23,0,78,NULL,23
2036,10,10/24/22,89,0,170,NULL,89
2037,10,10/25/22,83,1,155,NULL,83
2038,10,10/26/22,77,0,148,NULL,77
2039,10,10/27/22,61,2,126,NULL,61
2040,10,10/28/22,49,0,119,NULL,49
2041,10,10/29/22,41,0,107,NULL,41
2042,10,10/30/22,23,0,75,NULL,23
2043,10,10/31/22,103,0,178,NULL,103
2044,10,11/01/22,77,1,195,NULL,77
2045,10,11/02/22,72,1,187,NULL,72
2046,10,11/03/22,78,3,188,NULL,78
2047,10,11/04/22,79,1,166,NULL,79
2048,10,11/05/22,36,0,118,NULL,36
2049,10,11/06/22,31,0,92,NULL,31
2050,10,11/07/22,78,0,177,NULL,78
2051,10,11/08/22,92,0,219,NULL,92
2052,10,11/09/22,57,0,159,NULL,57
2053,10,11/10/22,70,0,155,NULL,70
2054,10,11/11/22,55,1,134,NULL,55
2055,10,11/12/22,27,0,89,NULL,27
2056,10,11/13/22,42,0,120,NULL,42
2057,10,11/14/22,79,0,190,NULL,79
2058,10,11/15/22,74,0,172,NULL,74
2059,10,11/16/22,63,1,166,NULL,63
2060,10,11/17/22,62,0,153,NULL,62
2061,10,11/18/22,82,2,169,NULL,82
2062,10,11/19/22,49,0,97,NULL,49
2063,10,11/20/22,51,0,143,NULL,51
2064,10,11/21/22,129,0,217,NULL,129
2065,10,11/22/22,104,0,216,NULL,104
2066,10,11/23/22,91,0,231,NULL,91
2067,10,11/24/22,41,0,91,NULL,41
2068,10,11/25/22,80,1,177,NULL,80
2069,10,11/26/22,72,0,150,NULL,72
2070,10,11/27/22,85,0,184,NULL,85
2071,10,11/28/22,156,0,253,NULL,156
2072,10,11/29/22,164,2,271,NULL,164
2073,10,11/30/22,128,0,248,NULL,128
2074,10,12/01/22,145,1,220,NULL,145
2075,10,12/02/22,106,1,204,NULL,106
2076,10,12/03/22,63,0,139,NULL,63
2077,10,12/04/22,71,1,138,NULL,71
2078,10,12/05/22,174,1,241,NULL,174
2079,10,12/06/22,152,0,236,NULL,152
2080,10,12/07/22,133,3,197,NULL,133
2081,10,12/08/22,123,0,186,NULL,123
2082,10,12/09/22,103,1,163,NULL,103
2083,10,12/10/22,72,0,115,NULL,72
2084,10,12/11/22,84,1,160,NULL,84
2085,10,12/12/22,169,1,230,NULL,169
2086,10,12/13/22,130,0,204,NULL,130
2087,10,12/14/22,179,0,157,NULL,179
2088,10,12/15/22,115,1,167,NULL,115
2089,10,12/16/22,138,2,135,NULL,138
2090,10,12/17/22,60,0,102,NULL,60
2091,10,12/18/22,69,0,97,NULL,69
2092,10,12/19/22,176,2,189,NULL,176
2093,10,12/20/22,125,0,166,NULL,125
2094,10,12/21/22,134,0,151,NULL,134
2095,10,12/22/22,109,0,152,NULL,109
2096,10,12/23/22,96,3,79,NULL,96
2097,10,12/24/22,75,0,92,NULL,75
2098,10,12/25/22,57,0,67,NULL,57
2099,10,12/26/22,120,2,128,NULL,120
2100,10,12/27/22,159,1,138,NULL,159
2101,10,12/28/22,168,1,154,NULL,168
2102,10,12/29/22,124,0,142,NULL,124
2103,10,12/30/22,145,0,125,NULL,145
2104,10,12/31/22,72,1,91,NULL,72
2105,10,01/01/23,48,1,78,NULL,48
2106,10,01/02/23,124,2,123,NULL,124
2107,10,01/03/23,143,1,149,NULL,143
2108,10,01/04/23,121,3,117,NULL,121
2109,10,01/05/23,108,2,100,NULL,108
2110,10,01/06/23,96,0,105,NULL,96
2111,10,01/07/23,54,1,66,NULL,54
2112,10,01/08/23,69,0,88,NULL,69
2113,10,01/09/23,127,0,117,NULL,127
2114,10,01/10/23,122,0,110,NULL,122
2115,10,01/11/23,98,0,117,NULL,98
2116,10,01/12/23,93,2,91,NULL,93
2117,10,01/13/23,77,0,85,NULL,77
2118,10,01/14/23,43,0,58,NULL,43
2119,10,01/15/23,62,0,85,NULL,62
2120,10,01/16/23,92,0,98,NULL,92
2121,10,01/17/23,101,1,156,NULL,101
2122,10,01/18/23,105,0,109,NULL,105
2123,10,01/19/23,98,0,94,NULL,98
2124,10,01/20/23,86,0,69,NULL,86
2125,10,01/21/23,38,0,55,NULL,38
2126,10,01/22/23,13,0,17,NULL,13
2127,10,01/23/23,82,0,96,NULL,82
2128,10,01/24/23,41,0,40,NULL,41
2129,2,02/26/20,0,0,1,0,0
2130,2,02/27/20,0,0,0,0,0
2131,2,02/28/20,0,0,0,0,0
2132,2,02/29/20,0,0,0,0,0
2133,2,03/01/20,0,0,0,0,0
2134,2,03/02/20,0,0,0,0,0
2135,2,03/03/20,0,0,0,0,0
2136,2,03/04/20,0,0,0,0,0
2137,2,03/05/20,0,0,1,0,0
2138,2,03/06/20,0,0,3,0,0
2139,2,03/07/20,0,0,0,0,0
2140,2,03/08/20,0,0,1,0,0
2141,2,03/09/20,1,0,3,25,1
2142,2,03/10/20,0,0,5,0,0
2143,2,03/11/20,0,0,10,0,0
2144,2,03/12/20,4,0,34,11.764706,4
2145,2,03/13/20,0,0,64,0,0
2146,2,03/14/20,2,0,37,5.405405,2
2147,2,03/15/20,3,0,38,7.894737,3
2148,2,03/16/20,6,0,139,4.347826,6
2149,2,03/17/20,3,0,148,2.027027,3
2150,2,03/18/20,10,0,99,8.163265,10
2151,2,03/19/20,15,0,176,8.522727,15
2152,2,03/20/20,14,0,137,10.294118,14
2153,2,03/21/20,5,0,75,7.894737,5
2154,2,03/22/20,1,0,53,1.886792,1
2155,2,03/23/20,18,1,189,10.152284,18
2156,2,03/24/20,6,0,147,5.442177,6
2157,2,03/25/20,23,0,177,11.797753,23
2158,2,03/26/20,14,0,163,7.692308,14
2159,2,03/27/20,11,0,141,6.944444,11
2160,2,03/28/20,5,0,51,9.615385,5
2161,2,03/29/20,7,1,38,15.789474,7
2162,2,03/30/20,29,1,149,18.589744,29
2163,2,03/31/20,14,0,144,11.258278,14
2164,2,04/01/20,10,1,148,7.94702,10
2165,2,04/02/20,19,0,150,13.043478,19
2166,2,04/03/20,16,0,129,13.076923,16
2167,2,04/04/20,12,0,94,15.533981,12
2168,2,04/05/20,7,1,89,9.708738,7
2169,2,04/06/20,27,0,220,11.864407,27
2170,2,04/07/20,16,0,174,8.602151,16
2171,2,04/08/20,10,1,139,6,10
2172,2,04/09/20,40,0,231,15.662651,40
2173,2,04/10/20,35,1,236,15.853659,35
2174,2,04/11/20,31,1,113,28.205128,31
2175,2,04/12/20,58,1,173,25.142857,58
2176,2,04/13/20,54,1,402,10.613208,54
2177,2,04/14/20,54,0,516,12.226277,54
2178,2,04/15/20,49,2,494,10.597303,49
2179,2,04/16/20,24,0,484,5.113636,24
2180,2,04/17/20,47,1,530,6.032907,47
2181,2,04/18/20,12,1,177,5.970149,12
2182,2,04/19/20,24,1,202,12.727273,24
2183,2,04/20/20,51,0,563,8.813559,51
2184,2,04/21/20,43,1,458,8.924949,43
2185,2,04/22/20,59,3,517,9.927798,59
2186,2,04/23/20,73,0,647,10.656934,73
2187,2,04/24/20,30,2,524,6.902655,30
2188,2,04/25/20,14,3,212,6.882591,14
2189,2,04/26/20,14,2,172,5.970149,14
2190,2,04/27/20,44,4,593,7.858243,44
2191,2,04/28/20,29,0,655,5.67867,29
2192,2,04/29/20,33,0,819,4.822044,33
2193,2,04/30/20,40,3,769,5.628743,40
2194,2,05/01/20,56,3,636,10.157368,56
2195,2,05/02/20,13,2,274,6.168831,13
2196,2,05/03/20,13,6,164,8.292683,13
2197,2,05/04/20,50,0,638,8.77193,50
2198,2,05/05/20,43,5,615,6.534091,43
2199,2,05/06/20,39,0,672,5.680317,39
2200,2,05/07/20,72,1,853,8.315098,72
2201,2,05/08/20,75,1,708,10.984848,75
2202,2,05/09/20,26,2,301,8.035714,26
2203,2,05/10/20,11,1,147,6.25,11
2204,2,05/11/20,109,4,905,9.784736,109
2205,2,05/12/20,74,2,835,9.052183,74
2206,2,05/13/20,83,2,783,10.273973,83
2207,2,05/14/20,56,1,784,6.688596,56
2208,2,05/15/20,120,1,1045,11.847556,120
2209,2,05/16/20,29,1,294,9.198813,29
2210,2,05/17/20,26,0,229,10.238908,26
2211,2,05/18/20,112,3,1013,11.493289,112
2212,2,05/19/20,90,2,999,7.752613,90
2213,2,05/20/20,100,2,948,10.287303,100
2214,2,05/21/20,91,2,979,8.460846,91
2215,2,05/22/20,107,0,1141,10.197869,107
2216,2,05/23/20,27,1,313,8.378378,27
2217,2,05/24/20,16,0,165,10.144928,16
2218,2,05/25/20,18,0,140,12.087912,18
2219,2,05/26/20,151,1,1209,10.832812,151
2220,2,05/27/20,115,0,923,12.007168,115
2221,2,05/28/20,103,2,951,10.902592,103
2222,2,05/29/20,110,2,1126,9.049774,110
2223,2,05/30/20,39,4,357,10.071942,39
2224,2,05/31/20,32,2,278,9.815951,32
2225,2,06/01/20,194,1,1231,13.756983,194
2226,2,06/02/20,118,1,1035,10.281124,118
2227,2,06/03/20,114,1,1154,8.84058,114
2228,2,06/04/20,145,1,1170,10.804931,145
2229,2,06/05/20,105,4,1241,7.815631,105
2230,2,06/06/20,39,0,390,7.538803,39
2231,2,06/07/20,35,0,254,13.780919,35
2232,2,06/08/20,183,1,1535,10.856184,183
2233,2,06/09/20,120,2,1103,9.397944,120
2234,2,06/10/20,145,2,1328,9.079284,145
2235,2,06/11/20,132,3,1447,8.285386,132
2236,2,06/12/20,116,0,1447,6.793478,116
2237,2,06/13/20,41,1,602,6.025825,41
2238,2,06/14/20,53,2,256,9.198813,53
2239,2,06/15/20,147,2,1669,7.670455,147
2240,2,06/16/20,120,0,1393,7.177814,120
2241,2,06/17/20,142,3,1636,7.221955,142
2242,2,06/18/20,94,3,1368,5.359116,94
2243,2,06/19/20,80,0,1333,5.376344,80
2244,2,06/20/20,48,3,413,7.157058,48
2245,2,06/21/20,26,0,223,7.865169,26
2246,2,06/22/20,152,3,1297,9.402655,152
2247,2,06/23/20,123,1,1395,7.397827,123
2248,2,06/24/20,111,1,1220,7.774295,111
2249,2,06/25/20,104,2,1241,6.873879,104
2250,2,06/26/20,124,3,1265,7.902736,124
2251,2,06/27/20,42,3,391,8.888889,42
2252,2,06/28/20,50,1,336,13.701923,50
2253,2,06/29/20,138,0,1404,9.401709,138
2254,2,06/30/20,129,2,1277,9.146341,129
2255,2,07/01/20,113,1,1298,7.721382,113
2256,2,07/02/20,152,0,1296,10.090192,152
2257,2,07/03/20,48,2,528,8.912189,48
2258,2,07/04/20,25,2,180,10.887097,25
2259,2,07/05/20,59,7,349,14.449541,59
2260,2,07/06/20,184,5,1467,10.606061,184
2261,2,07/07/20,172,2,1524,9.807787,172
2262,2,07/08/20,149,2,1436,8.887734,149
2263,2,07/09/20,130,4,1231,8.693116,130
2264,2,07/10/20,155,0,1437,9.708249,156
2265,2,07/11/20,45,4,348,10.169492,44
2266,2,07/12/20,47,3,340,12.612613,47
2267,2,07/13/20,222,0,1752,10.75487,222
2268,2,07/14/20,190,2,1709,8.637731,190
2269,2,07/15/20,147,2,1758,7.556468,147
2270,2,07/16/20,154,4,1966,7.370054,154
2271,2,07/17/20,154,4,1686,7.931034,154
2272,2,07/18/20,36,2,493,6.515152,36
2273,2,07/19/20,18,3,217,7.917889,18
2274,2,07/20/20,122,3,1383,8.24356,122
2275,2,07/21/20,125,1,1598,6.776638,125
2276,2,07/22/20,124,5,1556,7.024433,124
2277,2,07/23/20,133,1,1490,6.150342,133
2278,2,07/24/20,118,5,1488,7.797088,118
2279,2,07/25/20,47,5,447,9.243697,47
2280,2,07/26/20,11,3,196,5.782313,11
2281,2,07/27/20,126,0,1418,6.984274,126
2282,2,07/28/20,111,1,2207,4.67473,111
2283,2,07/29/20,152,5,1750,7.233202,152
2284,2,07/30/20,98,1,1433,6.124449,98
2285,2,07/31/20,112,0,1475,6.715731,112
2286,2,08/01/20,29,3,404,6.840391,29
2287,2,08/02/20,24,1,268,8,24
2288,2,08/03/20,142,1,1540,6.823721,142
2289,2,08/04/20,145,6,1492,6.536965,145
2290,2,08/05/20,173,0,1782,7.227654,173
2291,2,08/06/20,128,2,1415,7.180157,128
2292,2,08/07/20,117,2,1546,5.805397,117
2293,2,08/08/20,49,1,552,7.934656,49
2294,2,08/09/20,35,1,281,7.559395,35
2295,2,08/10/20,190,2,1352,8.283479,190
2296,2,08/11/20,143,2,1538,7.167382,143
2297,2,08/12/20,148,1,1458,6.661316,148
2298,2,08/13/20,121,5,1376,6.597846,121
2299,2,08/14/20,147,1,1462,7.471729,147
2300,2,08/15/20,52,3,563,7.608696,52
2301,2,08/16/20,45,0,339,7.090103,45
2302,2,08/17/20,269,2,1354,11.434185,269
2303,2,08/18/20,202,1,1273,8.959311,202
2304,2,08/19/20,214,1,1363,8.342023,214
2305,2,08/20/20,127,4,1153,6.519898,127
2306,2,08/21/20,145,1,1444,6.81734,145
2307,2,08/22/20,69,0,544,10.069444,69
2308,2,08/23/20,43,1,444,6.157965,43
2309,2,08/24/20,211,3,1536,8.13783,211
2310,2,08/25/20,162,0,1654,6.451613,162
2311,2,08/26/20,149,1,1391,5.522124,149
2312,2,08/27/20,107,3,1325,4.29247,107
2313,2,08/28/20,97,0,1135,4.479469,97
2314,2,08/29/20,37,1,571,6.236324,37
2315,2,08/30/20,34,1,433,5.172414,34
2316,2,08/31/20,166,1,1371,6.442377,166
2317,2,09/01/20,95,1,1404,3.237294,95
2318,2,09/02/20,114,1,1185,5.191147,114
2319,2,09/03/20,102,1,1116,4.054514,102
2320,2,09/04/20,113,1,1158,5.347594,113
2321,2,09/05/20,22,1,410,4.878049,22
2322,2,09/06/20,33,0,341,7.420495,33
2323,2,09/07/20,37,1,213,5.216285,37
2324,2,09/08/20,147,1,1345,4.030612,147
2325,2,09/09/20,126,2,1270,3.992629,126
2326,2,09/10/20,93,0,1054,3.227848,93
2327,2,09/11/20,137,0,1381,4.19911,137
2328,2,09/12/20,31,0,274,6.605505,31
2329,2,09/13/20,23,1,379,3.835979,23
2330,2,09/14/20,183,0,1248,5.921053,183
2331,2,09/15/20,165,1,1131,5.132979,165
2332,2,09/16/20,131,0,1119,3.655862,131
2333,2,09/17/20,113,5,985,3.756552,113
2334,2,09/18/20,92,2,964,3.275801,92
2335,2,09/19/20,40,3,324,8.828829,40
2336,2,09/20/20,49,0,336,6.25711,49
2337,2,09/21/20,207,2,1069,6.80375,207
2338,2,09/22/20,200,3,1173,5.183221,200
2339,2,09/23/20,193,2,1130,6.025428,193
2340,2,09/24/20,143,1,1106,4.719031,143
2341,2,09/25/20,153,3,1044,6.291173,153
2342,2,09/26/20,63,3,397,8.165548,63
2343,2,09/27/20,45,5,289,5.479452,45
2344,2,09/28/20,288,2,1363,6.935271,288
2345,2,09/29/20,269,1,1564,7.1,269
2346,2,09/30/20,229,1,1245,6.359705,229
2347,2,10/01/20,178,5,1223,5.860492,178
2348,2,10/02/20,211,9,1189,6.599424,211
2349,2,10/03/20,64,2,390,9.144893,64
2350,2,10/04/20,81,4,386,9.3412,82
2351,2,10/05/20,350,2,1549,7.984629,349
2352,2,10/06/20,274,4,1441,6.028668,274
2353,2,10/07/20,284,4,1452,7.112274,284
2354,2,10/08/20,285,10,1287,7.237142,285
2355,2,10/09/20,291,4,1347,8.277592,291
2356,2,10/10/20,119,1,500,13.559322,119
2357,2,10/11/20,116,6,374,9.917355,116
2358,2,10/12/20,421,3,1462,9.77213,421
2359,2,10/13/20,405,5,1660,9.120258,405
2360,2,10/14/20,351,1,1562,9.464244,351
2361,2,10/15/20,327,7,1372,8.101045,327
2362,2,10/16/20,356,2,1405,10.587306,356
2363,2,10/17/20,130,3,550,14.338575,130
2364,2,10/18/20,119,5,307,12.243151,119
2365,2,10/19/20,519,1,1618,10.894278,519
2366,2,10/20/20,448,9,1651,9.40641,448
2367,2,10/21/20,444,4,1495,10.253722,445
2368,2,10/22/20,464,5,1382,10.397494,463
2369,2,10/23/20,399,7,1421,11.667932,399
2370,2,10/24/20,186,6,524,14.774282,186
2371,2,10/25/20,117,4,368,9.718101,117
2372,2,10/26/20,709,12,1863,12.224323,709
2373,2,10/27/20,648,8,1925,12.410987,648
2374,2,10/28/20,596,2,1690,12.518355,596
2375,2,10/29/20,566,6,1862,10.661825,566
2376,2,10/30/20,544,8,1587,13.278856,544
2377,2,10/31/20,217,3,634,16.666667,217
2378,2,11/01/20,186,12,408,14.876584,186
2379,2,11/02/20,864,8,2020,14.059577,864
2380,2,11/03/20,787,5,1963,14.573362,787
2381,2,11/04/20,835,5,2067,15.789474,835
2382,2,11/05/20,890,6,2067,14.434045,890
2383,2,11/06/20,835,9,1977,18.551945,835
2384,2,11/07/20,399,7,859,26.757236,399
2385,2,11/08/20,272,8,482,22.857143,272
2386,2,11/09/20,1405,5,2618,19.85707,1405
2387,2,11/10/20,1385,9,2666,20.73574,1385
2388,2,11/11/20,887,10,1912,19.676287,887
2389,2,11/12/20,1133,7,2381,17.817818,1133
2390,2,11/13/20,1030,5,2266,19.476158,1030
2391,2,11/14/20,414,13,893,25.378788,415
2392,2,11/15/20,183,10,439,17.122186,182
2393,2,11/16/20,1192,9,2571,16.254205,1192
2394,2,11/17/20,1020,18,2504,16.227502,1020
2395,2,11/18/20,926,13,2392,15.718608,926
2396,2,11/19/20,831,8,2163,13.880035,832
2397,2,11/20/20,829,14,2174,16.194332,828
2398,2,11/21/20,344,6,840,19.225251,344
2399,2,11/22/20,190,14,361,21.594982,190
2400,2,11/23/20,1100,16,2211,16.207476,1100
2401,2,11/24/20,848,13,1923,16.67548,848
2402,2,11/25/20,746,13,1767,13.513514,746
2403,2,11/26/20,80,18,262,13.168724,80
2404,2,11/27/20,556,8,1078,18.831169,556
2405,2,11/28/20,428,9,725,29.526124,428
2406,2,11/29/20,277,11,455,25.080128,278
2407,2,11/30/20,1102,13,1887,16.771939,1101
2408,2,12/01/20,913,9,1754,18.053097,913
2409,2,12/02/20,741,17,1723,16.81945,741
2410,2,12/03/20,654,10,1472,13.770306,654
2411,2,12/04/20,725,13,1505,17.931182,725
2412,2,12/05/20,275,14,604,23.656716,275
2413,2,12/06/20,215,13,351,20.439189,215
2414,2,12/07/20,842,11,1715,13.690391,842
2415,2,12/08/20,699,13,1529,16.244768,699
2416,2,12/09/20,595,7,1374,15.170753,595
2417,2,12/10/20,610,9,1250,12.531737,610
2418,2,12/11/20,555,12,1329,16.481294,555
2419,2,12/12/20,207,14,522,21.706081,207
2420,2,12/13/20,141,7,260,21.276596,141
2421,2,12/14/20,717,14,1449,13.374315,717
2422,2,12/15/20,568,12,1278,14.662162,568
2423,2,12/16/20,464,15,1090,14.333333,464
2424,2,12/17/20,355,9,1065,9.271813,355
2425,2,12/18/20,462,10,1012,14.602273,462
2426,2,12/19/20,185,11,438,19.844694,185
2427,2,12/20/20,134,10,287,16.767677,134
2428,2,12/21/20,667,10,1352,11.948415,667
2429,2,12/22/20,409,7,937,14.746817,409
2430,2,12/23/20,331,8,940,8.841871,331
2431,2,12/24/20,203,5,507,10.734221,203
2432,2,12/25/20,35,9,72,20.27027,35
2433,2,12/26/20,248,13,513,21.73913,248
2434,2,12/27/20,171,8,287,19.517103,171
2435,2,12/28/20,622,10,1136,11.794103,622
2436,2,12/29/20,487,14,895,17.447998,487
2437,2,12/30/20,517,6,1107,12.901776,517
2438,2,12/31/20,350,6,693,13.921035,351
2439,2,01/01/21,58,8,154,15.560641,57
2440,2,01/02/21,292,5,482,23.324022,292
2441,2,01/03/21,153,6,285,17.423442,153
2442,2,01/04/21,765,12,1598,13.254763,765
2443,2,01/05/21,473,6,1217,12.330009,473
2444,2,01/06/21,363,9,919,11.41754,364
2445,2,01/07/21,354,5,977,9.139906,353
2446,2,01/08/21,312,4,905,11.918605,312
2447,2,01/09/21,179,2,445,18.60855,179
2448,2,01/10/21,133,3,247,18.969849,133
2449,2,01/11/21,477,3,1159,9.340755,477
2450,2,01/12/21,339,3,929,10.109778,339
2451,2,01/13/21,266,3,1052,7.569913,266
2452,2,01/14/21,253,5,974,6.051219,253
2453,2,01/15/21,255,8,868,10.224274,255
2454,2,01/16/21,107,6,344,10.573043,107
