COUNTY,SURVY_YYYYMM,SURVY_QUESTN_SHORT_DESC,SURVY_QUESTN_LONG_DESC,QUESTION_NUM,Q1_RESP_COUNT,Q2_RESP_COUNT,Q3_RESP_COUNT,Q4_RESP_COUNT,Q5_RESP_COUNT,Q6_RESP_COUNT,Q7_RESP_COUNT,Q8_RESP_COUNT,Q9_RESP_COUNT,Q10_RESP_COUNT,ETL_RUN_TIMESTAMP
Crawford,202103,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Crawford,202102,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Crawford,202101,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Crawford,202003,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Crawford,201910,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Crawford,201908,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Crawford,201907,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,2,0,0,1,2021.03.29 09:03:20.985000000
Crawford,201904,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Daviess,201908,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,2,0,0,1,2021.03.29 09:03:20.985000000
Daviess,201904,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Dearborn,201907,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Decatur,201907,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Dekalb,202003,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,1,2021.03.29 09:03:20.985000000
Dekalb,202002,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Dekalb,202001,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Dekalb,201912,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Dekalb,201911,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Dekalb,201906,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Dekalb,201904,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Dekalb,201904,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Dekalb,201812,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Dekalb,201810,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Dekalb,201809,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,1,2021.03.29 09:03:20.985000000
Dekalb,201808,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,1,2021.03.29 09:03:20.985000000
Delaware,202103,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,2,2021.03.29 09:03:20.985000000
Delaware,202102,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,9,2,2021.03.29 09:03:20.985000000
Delaware,202101,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,11,3,2021.03.29 09:03:20.985000000
Delaware,202012,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,6,1,2021.03.29 09:03:20.985000000
Delaware,202011,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,6,0,2021.03.29 09:03:20.985000000
Delaware,202010,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Delaware,202009,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,3,2021.03.29 09:03:20.985000000
Delaware,202008,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,10,5,2021.03.29 09:03:20.985000000
Delaware,202007,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Delaware,202006,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Delaware,202005,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,1,2021.03.29 09:03:20.985000000
Delaware,202004,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,9,3,2021.03.29 09:03:20.985000000
Delaware,202003,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,2,0,0,1,2021.03.29 09:03:20.985000000
Delaware,202003,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Delaware,202002,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Delaware,202001,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,4,2021.03.29 09:03:20.985000000
Delaware,201912,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,2,2021.03.29 09:03:20.985000000
Delaware,201911,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,1,2021.03.29 09:03:20.985000000
Delaware,201910,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Delaware,201909,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,0,2021.03.29 09:03:20.985000000
Delaware,201906,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Delaware,201905,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Delaware,201903,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Delaware,201902,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Delaware,201812,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,9,3,2021.03.29 09:03:20.985000000
Delaware,201811,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,7,2,2021.03.29 09:03:20.985000000
Delaware,201810,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,11,4,2021.03.29 09:03:20.985000000
Delaware,201809,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,6,1,2021.03.29 09:03:20.985000000
Delaware,201808,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,7,5,2021.03.29 09:03:20.985000000
Dubois,202102,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Dubois,202012,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Dubois,202010,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Dubois,202009,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,0,2021.03.29 09:03:20.985000000
Dubois,202008,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Dubois,202004,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,3,2021.03.29 09:03:20.985000000
Dubois,201909,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Dubois,201906,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Dubois,201906,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Dubois,201905,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Dubois,201904,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Dubois,201812,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,1,2021.03.29 09:03:20.985000000
Dubois,201811,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Dubois,201810,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,1,2021.03.29 09:03:20.985000000
Dubois,201809,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Dubois,201808,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,2,2021.03.29 09:03:20.985000000
Elkhart,202103,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,3,2021.03.29 09:03:20.985000000
Elkhart,202102,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,3,2021.03.29 09:03:20.985000000
Elkhart,202101,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,1,2021.03.29 09:03:20.985000000
Elkhart,202012,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,14,3,2021.03.29 09:03:20.985000000
Elkhart,202011,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,9,2,2021.03.29 09:03:20.985000000
Elkhart,202010,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,17,8,2021.03.29 09:03:20.985000000
Elkhart,202009,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,2,2021.03.29 09:03:20.985000000
Elkhart,202008,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,9,3,2021.03.29 09:03:20.985000000
Elkhart,202007,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,10,0,2021.03.29 09:03:20.985000000
Elkhart,202006,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,10,3,2021.03.29 09:03:20.985000000
Elkhart,202005,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,3,2021.03.29 09:03:20.985000000
Elkhart,202004,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,11,3,2021.03.29 09:03:20.985000000
Elkhart,202003,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,3,2021.03.29 09:03:20.985000000
Elkhart,202002,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,2,2021.03.29 09:03:20.985000000
Elkhart,201911,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Elkhart,201910,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,2,2021.03.29 09:03:20.985000000
Elkhart,201909,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Elkhart,201908,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,2,2021.03.29 09:03:20.985000000
Elkhart,201907,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,2,2021.03.29 09:03:20.985000000
Elkhart,201906,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,1,2021.03.29 09:03:20.985000000
Elkhart,201905,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,1,2021.03.29 09:03:20.985000000
Elkhart,201903,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Elkhart,201902,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,3,2021.03.29 09:03:20.985000000
Elkhart,201901,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Elkhart,201812,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,9,3,2021.03.29 09:03:20.985000000
Fayette,202003,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Fayette,201910,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Floyd,202003,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Floyd,201906,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Fountain,201910,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Fountain,201908,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Franklin,201907,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Fulton,201907,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Fulton,201906,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Fulton,201904,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Gibson,201910,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,2,0,0,1,2021.03.29 09:03:20.985000000
Gibson,201905,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Grant,202011,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,0,2021.03.29 09:03:20.985000000
Grant,202010,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Grant,202009,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,9,3,2021.03.29 09:03:20.985000000
Grant,202008,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,2,2021.03.29 09:03:20.985000000
Grant,202007,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Grant,202006,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,1,2021.03.29 09:03:20.985000000
Grant,202005,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,1,2021.03.29 09:03:20.985000000
Grant,202004,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Grant,202003,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Grant,202002,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,2,2021.03.29 09:03:20.985000000
Grant,202001,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Grant,201912,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Grant,201911,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Grant,201812,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,2,2021.03.29 09:03:20.985000000
Grant,201811,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,2,2021.03.29 09:03:20.985000000
Grant,201810,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,0,2021.03.29 09:03:20.985000000
Grant,201809,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Grant,201808,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Greene,202103,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,1,2021.03.29 09:03:20.985000000
Greene,202102,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Greene,202101,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,1,2021.03.29 09:03:20.985000000
Greene,202012,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Greene,202011,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Greene,202010,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,2,2021.03.29 09:03:20.985000000
Greene,202009,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Greene,202004,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,2,2021.03.29 09:03:20.985000000
Greene,202003,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Greene,201910,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Greene,201908,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Greene,201907,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Greene,201905,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Greene,201904,Need help reading hospital materials,Do you ever need help reading hospital materials?  (Medical),7,0,0,0,0,0,0,1,0,0,1,2021.03.29 09:03:20.985000000
Greene,201812,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Greene,201811,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Greene,201810,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,4,1,2021.03.29 09:03:20.985000000
Greene,201809,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,0,2021.03.29 09:03:20.985000000
Greene,201808,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Hamilton,202102,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,1,2021.03.29 09:03:20.985000000
Hamilton,202101,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,10,3,2021.03.29 09:03:20.985000000
Hamilton,202012,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,2,2021.03.29 09:03:20.985000000
Hamilton,202011,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,13,1,2021.03.29 09:03:20.985000000
Hamilton,202010,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,2,2021.03.29 09:03:20.985000000
Hamilton,202009,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,3,2021.03.29 09:03:20.985000000
Hamilton,202008,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,11,3,2021.03.29 09:03:20.985000000
Hamilton,202007,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,10,4,2021.03.29 09:03:20.985000000
Hamilton,202006,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,0,2021.03.29 09:03:20.985000000
Hamilton,202004,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,3,1,2021.03.29 09:03:20.985000000
Hamilton,202003,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,2,2021.03.29 09:03:20.985000000
Hamilton,202002,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Hamilton,202001,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Hamilton,201911,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,0,2021.03.29 09:03:20.985000000
Hamilton,201910,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,1,2021.03.29 09:03:20.985000000
Hamilton,201909,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Hamilton,201905,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,2,2,2021.03.29 09:03:20.985000000
Hamilton,201903,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,1,1,2021.03.29 09:03:20.985000000
Hamilton,201812,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,2,2021.03.29 09:03:20.985000000
Hamilton,201811,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,5,0,2021.03.29 09:03:20.985000000
Hamilton,201810,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,6,0,2021.03.29 09:03:20.985000000
Hamilton,201809,Actively seeking work last 4 weeks,"During the last 4 weeks, have you been actively looking for work?",9,0,0,0,0,0,0,0,0,8,1,2021.03.29 09:03:20.985000000
