COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,63-67_COUNT,68-72_COUNT,73-77_COUNT,78-82_COUNT,83-87_COUNT,88-92_COUNT,93-97_COUNT,98-102_COUNT,103-107_COUNT,MARITAL_UNKNOWN_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,NATIVE_AMERICAN_COUNT,ASIAN_COUNT,BLACK_COUNT,HAWAIIAN_COUNT,WHITE_COUNT,HISPANIC_COUNT,MULTIRACIAL_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ASSOCIATES_COUNT,BACHELORS_COUNT,SOME_COLLEGE_COUNT,GRAD_SCHOOL_COUNT,OTHER_CREDENTIALS_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
"Clinton ",323,134,44,81,104,80,53,,,23,,,,0,,0,0,0,0,0,0,84,46,56,254,,0,0,,0,408,37,0,446,42,150,88,,,0,,,28,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",457,1849,2021.03.28 22:00:05
"Crawford ",112,37,,33,28,,,,,,,,0,0,0,0,0,0,0,0,0,37,22,26,57,,0,,,0,144,0,0,149,,51,38,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",149,668,2021.03.28 22:00:05
"Daviess",250,82,40,64,58,58,33,27,,,,,,,,0,0,0,0,0,0,56,37,69,162,,0,0,,0,294,,,325,34,91,74,,,0,,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",332,1434,2021.03.28 22:00:05
"Dearborn ",434,171,54,76,102,91,97,63,49,35,,,,0,0,,,0,0,0,0,98,65,100,331,,,0,,0,564,,,592,31,60,60,,,0,0,,139,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",605,1806,2021.03.28 22:00:05
"Decatur ",306,114,49,63,64,53,66,50,24,27,,,,,0,0,0,0,0,0,0,75,46,78,199,,,0,,0,394,,,414,,47,68,,,0,,0,94,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",420,1324,2021.03.28 22:00:05
"Dekalb ",377,131,49,95,95,73,66,45,33,23,,,,0,0,0,0,0,0,0,0,103,54,91,252,,,,,0,467,,,508,32,97,71,,,0,0,,50,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",508,1830,2021.03.28 22:00:05
"Delaware ",1406,660,293,342,351,277,255,182,141,101,52,,,,,,0,0,0,0,0,284,189,322,1202,43,,,302,,1651,51,,2062,99,332,402,46,,0,,,288,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",2066,7719,2021.03.28 22:00:05
"Dubois ",214,72,31,47,68,34,34,,,,,,0,0,0,0,0,0,0,0,0,53,24,66,136,,0,0,,0,258,,,282,43,82,54,,,0,,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",286,1276,2021.03.28 22:00:05
"Elkhart ",2176,716,341,557,552,417,307,198,184,121,76,34,,,,0,0,,0,0,,430,250,337,1736,56,,,581,,1846,374,30,2809,251,633,713,55,27,0,,70,201,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",2892,11011,2021.03.28 22:00:05
"Fayette ",288,145,44,66,76,65,66,44,30,,,,,,0,0,0,0,0,0,0,87,51,72,216,,,0,,0,403,,,420,,47,51,,0,0,0,,115,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",433,1584,2021.03.28 22:00:05
"Floyd ",829,352,116,172,220,186,147,110,90,59,31,,,,0,,,0,0,0,0,140,116,182,707,,0,,189,0,925,,,1158,51,121,220,,,0,,,244,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1181,3606,2021.03.28 22:00:05
"Fountain ",173,39,,49,48,24,26,,,,,,0,0,0,0,0,0,0,0,0,51,25,41,87,,0,0,,0,201,,,212,,46,61,,,0,,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",212,873,2021.03.28 22:00:05
"Franklin ",154,54,22,33,42,32,,,,,,,,0,0,0,0,0,0,0,0,45,24,34,102,,,0,,0,195,,,203,,21,34,,0,0,,,47,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",208,839,2021.03.28 22:00:05
"Fulton ",192,86,37,54,50,33,32,22,,,,,,0,,0,0,0,0,0,0,59,23,35,151,,0,,,0,259,,0,277,,62,59,0,,0,0,0,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",278,1026,2021.03.28 22:00:05
"Gibson ",300,92,48,71,70,56,45,39,,,,,,0,0,0,0,0,0,0,0,78,35,68,197,,,0,,,350,,,391,60,53,119,,,0,0,,23,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",393,1683,2021.03.28 22:00:05
"Grant ",761,333,145,185,193,155,125,86,74,52,42,,,,0,0,0,0,0,0,0,154,102,167,645,,0,,158,0,847,46,,1090,50,155,228,,,0,,,151,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1094,4373,2021.03.28 22:00:05
"Greene ",250,98,32,76,76,47,38,21,23,,,,,,0,0,0,0,0,0,0,75,28,66,167,,0,0,,0,336,,,348,35,118,71,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",348,1717,2021.03.28 22:00:05
"Hamilton ",1009,393,143,200,289,222,189,99,95,59,59,,,,,0,0,0,0,0,0,273,111,218,762,,,32,197,,1007,109,,1356,158,233,369,28,48,0,,,125,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1402,6142,2021.03.28 22:00:05
"Hancock ",469,206,63,91,110,118,88,62,56,35,,,,,,0,0,0,0,0,0,121,61,121,350,,,,32,0,598,22,0,662,43,76,122,,,0,,,129,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",675,2397,2021.03.28 22:00:05
"Harrison ",329,102,33,55,73,72,71,43,28,,,,,,,,0,0,0,0,0,118,39,76,179,,0,,,0,409,,0,427,,81,51,,,0,,0,78,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",431,1680,2021.03.28 22:00:05
"Hendricks ",916,299,98,229,226,203,162,93,74,32,38,,,,,0,0,0,,0,0,245,103,181,640,,0,,204,,913,59,,1190,211,257,269,,21,0,,,105,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1215,4917,2021.03.28 22:00:05
"Henry ",517,221,72,109,140,101,92,75,59,49,25,,,0,,0,,0,0,0,0,140,70,141,360,,0,0,,0,685,,,722,21,116,109,,,0,,,136,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",738,2744,2021.03.28 22:00:05
"Howard ",1064,452,159,277,257,231,192,127,95,74,48,,,,0,0,0,0,,0,0,212,131,237,890,24,0,,252,,1160,42,,1514,78,298,269,,,0,,,202,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1516,5617,2021.03.28 22:00:05
"Huntington ",258,103,48,57,59,59,33,32,29,,,,0,0,0,0,0,0,0,0,0,73,46,67,166,,0,0,,0,333,,,359,22,48,81,,0,0,,,36,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",361,1623,2021.03.28 22:00:05
"Jackson ",448,152,58,95,119,101,72,62,29,30,,,,,0,0,,0,0,0,0,114,71,122,282,,0,0,24,0,527,33,,585,27,79,107,,,0,0,,112,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",600,2041,2021.03.28 22:00:05
"Jasper ",246,71,31,53,59,55,38,24,,,,,,,,0,0,0,0,0,0,71,36,51,146,,0,,,0,294,,0,317,,48,83,,,0,0,,24,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",317,1254,2021.03.28 22:00:05
"Jay ",168,57,30,37,35,22,29,,,,,,,,0,0,0,0,0,0,0,32,23,40,120,,0,0,,0,204,,,225,,27,40,,,0,0,0,25,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",225,968,2021.03.28 22:00:05
"Jefferson ",368,148,45,95,70,78,79,57,32,23,,,,,,0,0,0,0,0,0,87,63,88,265,,,0,,,471,,,505,,43,92,,,0,0,,98,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",516,1739,2021.03.28 22:00:05
"Jennings ",317,97,38,63,81,58,51,32,29,25,,,,,0,0,0,0,0,0,0,88,40,112,164,,,0,,,388,,,403,,58,36,,,0,0,0,89,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",414,1504,2021.03.28 22:00:05
"Johnson ",1241,476,148,325,345,284,229,118,88,66,34,,,,0,,,0,0,0,,314,147,284,907,26,,29,115,0,1468,60,,1692,196,401,452,34,,0,,,156,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1717,6676,2021.03.28 22:00:05
"Knox ",442,131,84,132,98,78,74,38,25,,,,,,,,0,0,0,0,0,91,62,102,299,,,,25,0,513,21,,571,36,147,176,23,,0,,,45,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",573,2640,2021.03.28 22:00:05
"Kosciusko ",695,240,93,160,216,143,114,68,45,45,,,,,,,0,0,0,0,0,184,100,155,466,,,,24,0,799,79,,919,67,183,179,,,0,,,89,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",935,3326,2021.03.28 22:00:05
"Lagrange ",182,49,24,39,45,37,,26,,,,,0,0,0,0,0,0,0,0,0,55,24,34,107,,0,,,0,210,,,227,28,47,38,0,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",231,899,2021.03.28 22:00:05
"Lake ",5708,1922,823,1474,1448,1069,887,610,476,309,262,81,22,,,,,,,0,0,756,481,706,5459,107,,,3895,,2249,1271,69,7545,400,1581,1581,171,146,0,46,138,662,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",7630,28254,2021.03.28 22:00:05
"Laporte ",1314,521,237,295,332,300,217,152,105,67,56,24,,,,,0,0,0,0,0,213,130,237,1191,23,,,428,0,1244,105,,1819,124,601,193,24,,0,,,123,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1835,6930,2021.03.28 22:00:05
"Lawrence ",423,146,55,127,113,78,55,33,31,23,,,,,0,,0,0,,0,0,99,53,108,288,,,0,,,545,,,566,54,164,134,,0,0,0,,47,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",569,2604,2021.03.28 22:00:05
"Madison ",1855,820,278,444,519,353,301,249,190,147,86,39,,,,,0,,0,0,0,371,244,425,1553,47,,,418,0,2082,95,,2662,143,428,555,41,,0,,25,299,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",2676,9301,2021.03.28 22:00:05
"Marion",15398,5547,2340,4185,4350,3180,2251,1443,1026,805,520,200,67,28,,,,,0,0,,2085,1488,1481,15144,257,33,252,10913,,7973,1320,179,20255,1853,6198,5033,486,244,0,96,210,1677,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",20947,83724,2021.03.28 22:00:05
"Marshall ",330,101,34,95,95,49,51,35,,21,,,0,,0,,0,0,0,0,0,83,51,78,208,,,0,,0,370,40,,424,27,97,102,,,0,,,26,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",431,1808,2021.03.28 22:00:05
"Martin ",80,22,,27,,,,,,,,0,0,0,0,0,0,0,0,0,0,29,,,47,,0,0,,0,100,,0,102,,32,,0,0,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",102,820,2021.03.28 22:00:05
"Miami ",347,136,50,95,96,73,61,33,29,,,,,,0,0,0,0,0,0,0,106,50,92,222,,0,0,,0,441,,,483,26,111,53,,0,0,0,,52,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",483,1787,2021.03.28 22:00:05
"Monroe ",931,451,152,221,268,222,176,95,97,59,31,,,0,,0,0,0,0,0,0,224,103,226,769,,,,161,,1120,45,,1362,166,370,239,25,26,0,,,168,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1382,6156,2021.03.28 22:00:05
"Montgomery ",366,125,60,101,108,80,48,34,,,,,,0,0,0,0,0,0,0,0,109,57,74,225,,,,,0,454,,,487,48,114,152,,,0,,,31,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",491,1925,2021.03.28 22:00:05
"Morgan ",656,214,89,149,181,122,107,63,49,38,26,,,,0,0,0,0,0,0,0,151,83,168,430,,,,,,825,,,868,76,179,264,21,,0,,,66,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",870,3687,2021.03.28 22:00:05
"Newton ",91,31,,22,31,,,,,,,,0,0,0,0,0,0,0,0,0,28,,,60,,0,0,,0,108,,,121,,33,,,0,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",122,555,2021.03.28 22:00:05
"Noble ",325,119,44,74,83,64,61,43,25,25,,,0,,0,0,0,0,0,0,0,84,40,86,222,,0,0,,,381,39,,441,28,73,65,,,0,,,58,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",444,1866,2021.03.28 22:00:05
"Ohio ",46,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,37,,0,0,0,0,55,,0,59,,,,0,0,0,0,0,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",60,196,2021.03.28 22:00:05
"Orange ",197,71,32,53,51,46,24,,,,,,,0,0,0,0,0,0,0,0,57,24,50,130,,,0,,0,259,,,267,,72,61,,0,0,0,0,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",268,1244,2021.03.28 22:00:05
"Owen ",168,75,24,47,44,30,33,,,,,,,,0,0,0,0,0,0,0,51,,54,109,,0,,,0,237,,,242,22,61,65,,,0,,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",243,1148,2021.03.28 22:00:05
"Parke ",101,29,,27,27,,,,,,,0,0,0,0,0,0,0,0,0,0,21,,24,63,,0,0,,0,124,,,128,,43,32,,0,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",130,954,2021.03.28 22:00:05
"Perry ",151,53,,51,40,26,24,,,,,0,,0,0,0,0,0,0,0,,38,27,33,100,,,0,,0,196,,,205,,67,48,,,0,0,0,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",205,965,2021.03.28 22:00:05
"Pike ",84,24,,29,,,,,,,,,0,0,0,0,0,0,0,0,0,23,,,56,,0,0,,0,103,0,,108,,21,,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",108,802,2021.03.28 22:00:05
"Porter ",1310,470,195,314,302,265,217,165,122,93,40,,,,,,,0,0,0,0,294,120,261,1035,33,,,204,,1296,221,,1771,141,314,387,28,21,0,,25,160,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1780,6650,2021.03.28 22:00:05
"Posey ",189,57,,40,52,31,37,21,,,,,0,0,0,0,0,0,0,0,0,47,39,48,104,,0,,,0,234,,0,245,,43,88,,,0,,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",246,983,2021.03.28 22:00:05
"Pulaski ",98,40,,,21,,25,,,,,,0,0,0,0,0,0,0,0,0,28,,23,66,,0,0,,0,122,,0,137,,27,28,,0,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",138,571,2021.03.28 22:00:05
"Putnam ",247,86,42,43,67,44,42,34,,,,,,,,0,,0,,0,0,76,33,58,147,,0,0,,0,314,,,332,30,111,68,,,0,,,25,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",333,1528,2021.03.28 22:00:05
"Randolph ",210,120,29,57,68,46,46,29,,,,,,0,,0,0,0,0,0,0,65,25,66,167,,0,0,,0,307,,,330,,68,50,,,0,,,36,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",330,1192,2021.03.28 22:00:05
"Ripley ",250,87,38,55,67,44,51,29,29,,,0,,0,0,0,0,0,0,0,0,60,32,67,166,,0,0,,0,325,,0,332,,46,63,,,0,,,78,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",337,1194,2021.03.28 22:00:05
"Rush ",142,46,,36,31,28,23,,,,,,0,0,0,0,0,0,0,0,0,30,22,37,95,,,0,,0,172,,0,184,,,29,,,0,0,,50,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",188,808,2021.03.28 22:00:05
"Saint Joseph ",3227,1175,486,799,842,595,518,360,266,183,145,55,,,,,0,0,0,0,0,519,347,461,2928,37,,,1474,,2350,397,67,4331,349,1108,851,55,60,0,,34,346,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",4402,16834,2021.03.28 22:00:05
"Scott ",332,122,49,64,88,67,58,49,25,29,,,,,0,,0,0,0,0,0,79,39,90,223,,,,,0,424,,,448,21,46,56,,0,0,0,0,89,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",454,1600,2021.03.28 22:00:05
"Shelby ",448,193,65,86,105,96,67,69,49,52,31,,,,0,0,0,0,0,0,0,92,75,142,313,,0,0,,0,594,,0,621,,55,121,,,0,0,,141,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",641,2156,2021.03.28 22:00:05
"Spencer ",124,40,,36,32,,,,,,,,0,0,0,,0,0,0,0,0,48,,28,71,,0,0,,0,154,,,162,,26,46,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",164,804,2021.03.28 22:00:05
"Starke ",201,90,30,47,52,47,28,25,,,,,,0,,0,0,0,0,0,0,57,30,33,156,,,0,,0,273,,0,290,,44,73,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",291,1250,2021.03.28 22:00:05
"Steuben ",257,87,39,80,68,50,43,,,,,,0,0,0,0,0,0,0,0,0,83,30,45,174,,,0,,0,312,,0,342,28,61,61,,,0,,,39,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",344,1355,2021.03.28 22:00:05
"Sullivan ",176,75,27,58,46,33,29,,,,,,,0,,0,0,0,0,0,0,49,,51,128,,0,0,,0,240,,0,249,21,61,73,,0,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",251,1188,2021.03.28 22:00:05
"Switzerland ",106,31,,,26,24,,,,,,,,0,0,0,0,0,0,0,0,22,,,84,,0,,,0,130,,0,137,,,21,,,0,0,0,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",137,476,2021.03.28 22:00:05
"Tippecanoe ",1633,526,278,497,462,292,194,142,97,66,43,,,,,,,0,0,0,,309,161,255,1367,,,,591,,1347,166,,2118,184,586,560,23,,0,,,191,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",2159,8689,2021.03.28 22:00:05
"Tipton ",116,37,,,32,28,25,,,,,,0,0,0,0,0,0,0,0,0,28,,27,84,,,0,,0,141,,,153,,28,27,,,0,0,,21,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",153,586,2021.03.28 22:00:05
"Union ",61,,,21,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,35,0,0,0,,,73,,0,75,,,,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",78,363,2021.03.28 22:00:05
"Vanderburgh ",2398,1009,411,590,614,528,402,307,180,156,79,33,,,,,0,0,0,0,,422,265,525,2084,47,,,730,,2460,84,40,3368,255,790,917,72,39,0,,76,231,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",3407,13191,2021.03.28 22:00:05
"Vermillion ",142,46,25,31,41,22,,,,,,,,0,0,0,0,0,0,0,0,35,24,28,93,,0,,,0,184,,0,188,22,76,32,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",188,954,2021.03.28 22:00:05
"Vigo ",1394,535,258,388,362,257,208,139,121,79,41,,,,,,,,0,0,,317,143,306,1095,30,,,229,,1607,45,24,1924,136,580,360,46,33,0,,110,191,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1929,8501,2021.03.28 22:00:05
"Wabash ",198,96,30,47,58,41,35,29,21,,,,,0,,0,0,0,0,0,0,52,32,66,138,,0,0,,,275,,,292,,35,62,,,0,0,,38,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",294,1249,2021.03.28 22:00:05
"Warren ",56,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,37,,0,0,,0,64,,0,70,,,23,,0,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",70,314,2021.03.28 22:00:05
"Warrick ",404,121,62,93,94,90,66,36,30,,,,,0,0,0,,0,0,0,0,97,53,106,250,,0,,25,0,479,,,525,52,106,150,,,0,,,31,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",525,2217,2021.03.28 22:00:05
"Washington ",267,131,37,47,63,69,55,42,33,21,,,0,,0,0,0,0,0,0,0,98,29,87,171,,0,0,,0,380,,,396,23,39,77,,,0,0,,57,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",398,1696,2021.03.28 22:00:05
"Wayne ",829,387,170,174,182,200,129,111,94,60,49,,,0,0,,0,0,0,0,0,158,102,190,727,25,,,98,0,1027,29,,1176,54,162,161,25,,0,,,279,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",1216,4308,2021.03.28 22:00:05
"Wells ",196,48,38,52,36,30,24,,,,,,,0,0,0,,,0,0,0,51,22,54,108,,0,0,,,233,,,243,,29,62,,,0,0,,31,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",244,979,2021.03.28 22:00:05
"White ",187,57,35,43,44,42,21,22,,,,0,,0,,0,0,0,0,0,0,50,,34,125,,0,0,,,225,,,244,,37,41,,,0,0,,,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",244,972,2021.03.28 22:00:05
"Whitley ",227,70,28,62,54,49,37,,,,,0,0,0,0,0,0,0,0,0,0,57,29,55,150,,,,,0,271,,,297,,67,36,,,0,0,,49,"3","Are you worried that in the next 2 months, you may not have stable housing?","Fear of not having stable housing next 2 mos.?",297,1090,2021.03.28 22:00:05
"Adams ",110,25,25,37,28,,,,,,0,0,,0,0,0,0,,0,0,0,26,,,75,,0,0,,0,121,,,134,,,30,,0,0,0,,21,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",135,1066,2021.03.28 22:00:05
"Allen ",2420,491,393,705,725,414,252,127,63,51,27,,,,0,,,0,,0,0,436,184,225,1989,33,,123,943,,1510,263,30,2793,174,515,472,57,32,0,,78,419,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",2911,20940,2021.03.28 22:00:05
"Bartholomew ",514,110,74,151,137,116,41,25,,,,,0,,,,0,0,0,0,0,126,66,79,336,,0,,22,0,541,37,,603,34,70,111,,,0,,,135,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",624,3837,2021.03.28 22:00:05
"Benton ",40,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,24,0,0,0,0,0,47,,0,49,0,,,,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",49,391,2021.03.28 22:00:05
"Blackford ",78,,,22,26,,,,,,,0,0,0,0,0,0,,0,0,0,30,,,46,,0,0,0,0,94,,,98,,,21,0,,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",98,701,2021.03.28 22:00:05
"Boone ",185,57,28,57,42,39,24,,,,,,,0,,0,,0,0,0,0,50,24,39,119,,0,,,0,212,,,239,28,52,58,,,0,,,23,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",242,1965,2021.03.28 22:00:05
"Brown ",67,,,21,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,40,,0,0,0,,72,,0,76,,,,,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",76,616,2021.03.28 22:00:05
"Carroll ",96,,,28,30,,,,0,,,,0,0,0,0,,0,0,0,0,28,,,56,,0,0,,0,102,,0,113,,,,,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",114,709,2021.03.28 22:00:05
"Cass ",181,28,21,54,50,36,,,,,,,0,,0,0,,0,0,0,0,39,31,26,108,,0,,,0,178,,,203,,53,30,0,,0,0,,29,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",209,1646,2021.03.28 22:00:05
"Clark ",897,185,117,261,262,181,116,42,25,21,,,,0,,,0,0,0,0,0,181,107,124,643,,,,179,,800,55,,1032,60,154,151,,,0,,,278,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",1082,6354,2021.03.28 22:00:05
"Clay ",125,44,,41,28,25,,,,,,,,,0,0,0,0,0,0,0,32,22,29,83,,0,,,0,160,0,,166,,48,35,,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",169,1715,2021.03.28 22:00:05
"Clinton ",177,66,21,53,67,42,,,,,,,0,,,,0,0,0,0,0,49,29,28,125,,0,,,0,212,25,,233,22,78,46,,,0,,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",243,1849,2021.03.28 22:00:05
